id,property_type_code,photo_design_sense
6217090,28,0.1068337485194206
6224868,8,0.7823294401168823
6234488,5,0.9864335060119628
6243561,5,0.8773066401481628
6314122,11,0.9357820153236388
6377639,11,0.3230338394641876
6380635,31,0.2896078526973724
6380722,31,0.493217408657074
6380811,31,0.8656005859375
6380940,31,0.9819948077201844
6386082,24,0.7262890934944153
6400213,5,0.9151307344436646
6405839,11,0.7425884008407593
6511572,11,0.7364620566368103
6511868,11,0.4693373739719391
6546414,11,0.9924167394638062
6554371,11,0.4693373739719391
6567840,9,0.9112398624420166
6597813,11,0.5
6694505,11,0.861657440662384
6753698,28,0.0079283267259597
6771979,11,0.4217378497123718
6816756,11,0.8223320841789246
6898486,5,0.0784895271062851
6902353,11,0.9244213700294496
6996925,11,0.7715467214584351
7014236,37,0.9058163166046144
7045673,9,0.7972921133041382
7196744,5,0.2627679109573364
7236737,5,0.5
7283802,28,0.1355153918266296
7312737,11,0.817836344242096
7319733,11,0.8091240525245667
7351938,28,0.7471543550491333
7370637,11,0.1572690159082412
7375824,11,0.7294102311134338
7658761,8,0.3533706665039062
7724648,11,0.7978329062461853
7725908,5,0.8591140508651733
7797772,11,0.8964973092079163
7848303,11,0.8898603916168213
7861901,19,0.0312929488718509
7864125,28,0.049763161689043
7922657,11,0.986586093902588
7931592,11,0.6914249658584595
8002342,28,0.293195366859436
8118749,28,0.087012842297554
8137719,11,0.4654287695884704
8202791,28,0.57146817445755
8214630,28,0.24477319419384
8260269,11,0.9361817836761476
8323680,8,0.7997480034828186
8383669,5,0.9323799014091492
8384357,28,0.3130894899368286
8395269,23,0.6917141675949097
8428125,5,0.0082479314878582
8431901,5,0.9579474925994872
8479555,11,0.6776878237724304
8547900,11,0.6710155606269836
8592007,8,0.6349624991416931
8613386,5,0.1797450184822082
8620493,11,0.921842098236084
8712419,5,0.7506045699119568
8751539,8,0.8020727038383484
8781059,11,0.5600144267082214
8880657,9,0.9273066520690918
8893269,5,0.0205824691802263
9051375,11,0.6568508744239807
9053364,11,0.5612152814865112
9054031,28,0.80423903465271
9121994,9,0.0980452448129654
9144261,5,0.8510435819625854
9202653,5,0.2124451398849487
9292277,5,0.709610641002655
9311543,11,0.9908120036125184
9372986,11,0.95790696144104
9413296,11,0.0602500513195991
9419095,28,0.8317802548408508
9438346,11,0.7792867422103882
9457310,11,0.890556812286377
9466812,11,0.7019086480140686
9468976,11,0.9464389085769652
9471108,5,0.9715768098831176
9535176,11,0.595542848110199
9622276,28,0.9499146342277528
9669477,8,0.9654881358146667
9686963,11,0.8630388975143433
9715354,11,0.4863243997097015
9788632,11,0.9964045286178588
9852663,11,0.5757799744606018
9868533,19,0.7960405349731445
9950852,11,0.8499930500984192
9988638,5,0.8103945851325989
10047044,19,0.0574750863015651
10096368,11,0.883763313293457
10150463,28,0.5940983295440674
10150804,28,0.5
10151418,28,0.9478963613510132
10167061,28,0.0109755285084247
10196520,23,0.0403854474425315
10232580,5,0.1315200924873352
10254998,11,0.5520440340042114
10296809,8,0.3496493995189667
10301726,8,0.9727707505226136
10448762,11,0.3267537653446197
10463842,28,0.8826324939727783
10483990,11,0.3215619325637817
10530378,31,0.9004208445549011
10554878,37,0.1207999438047409
10558422,37,0.0696010068058967
10559106,37,0.071573831140995
10560003,5,0.9241323471069336
10576868,37,0.1062572747468948
10578817,11,0.7280619144439697
10579389,11,0.5
10596335,11,0.6143659949302673
10619369,5,0.6300191283226013
10619401,37,0.2710191309452057
10619884,37,0.7605106830596924
10620143,37,0.0551059059798717
10620342,37,0.0503713078796863
10650328,11,0.338001549243927
10689015,11,0.4920946955680847
10740773,28,0.1335811465978622
10742557,11,0.2655619084835052
10753725,11,0.4223664104938507
10755410,11,0.3862469494342804
10755679,11,0.989521026611328
10758473,28,0.0087189646437764
10844845,28,0.0695509985089302
10845204,28,0.0797583535313606
10845460,28,0.0797583535313606
10846244,28,0.0695509985089302
10847380,28,0.0695509985089302
10847892,28,0.0087189646437764
10848436,28,0.0695509985089302
11007917,9,0.9058441519737244
11024330,28,0.5243133306503296
11026681,5,0.9610132575035096
11129625,11,0.0532672517001628
11140660,11,0.3403177559375763
11183004,5,0.4757266640663147
11246441,23,0.4433919191360473
11301973,5,0.8331512808799744
11324283,11,0.1458356976509094
11327928,11,0.4200140237808227
11330930,8,0.5
11402960,9,0.5981283783912659
11540482,28,0.3264307677745819
11561837,11,0.9678410291671752
11660562,28,0.8628932237625122
11679874,28,0.023815831169486
11686801,11,0.4742758870124817
11693088,28,0.5
11839710,9,0.9349958300590516
11873875,11,0.990286946296692
11977286,11,0.0769040808081626
11984141,21,0.994665026664734
12044977,11,0.4433989226818084
12073442,11,0.0712229087948799
12078891,11,0.9171606302261353
12080926,19,0.1165831685066223
12085043,5,0.3045734763145447
12128820,5,0.2844797074794769
12163734,28,0.9171606302261353
12177438,11,0.810785174369812
12195168,5,0.2572548985481262
12221943,11,0.9363585710525512
12255487,11,0.75016188621521
12333661,28,0.990268051624298
12367961,33,0.818017840385437
12396857,11,0.8325753808021545
12473860,28,0.9472181797027588
12482688,33,0.8989647030830383
12482897,33,0.7697498798370361
12482913,33,0.971074402332306
12483996,11,0.695505678653717
12559667,28,0.5520642995834351
12617215,11,0.9622902870178224
12629735,11,0.2726750671863556
12629805,11,0.9810491800308228
12765506,28,0.7699503302574158
12767952,9,0.5293251872062683
12796531,5,0.3909426033496856
12815108,46,0.0082301022484898
12815941,46,0.8647161722183228
12892380,8,0.8723779320716858
12897349,5,0.933875858783722
12909519,28,0.9838735461235046
12937970,28,0.0696928352117538
12991166,11,0.9586833715438844
12999941,28,0.4755415618419647
13032793,8,0.8516484498977661
13034881,11,0.9713404774665833
13132837,5,0.984245240688324
13155905,11,0.8951708078384399
13227358,5,0.9898833632469176
13273687,9,0.7144109606742859
13316714,11,0.7295687198638916
13324212,5,0.9173200130462646
13364884,11,0.3508777916431427
13380983,11,0.1546064466238021
13406169,9,0.4034929275512695
13540710,28,0.056223589926958
13563942,46,0.0840549990534782
13610279,11,0.4957658350467682
13611755,42,0.1065913736820221
13649155,9,0.2538678348064422
13660847,11,0.9178526401519777
13742219,5,0.8886110186576843
13780908,49,0.023876478895545
13802886,9,0.9739062190055848
13855114,28,0.020575052127242
13901288,5,0.0483218617737293
13906407,11,0.5503827333450317
13928722,11,0.894890308380127
13945956,28,0.3568024635314941
14003706,28,0.8717971444129944
14066109,24,0.640528678894043
14066252,28,0.6732701659202576
14068043,44,0.9043645858764648
14068140,46,0.2212037742137909
14069575,44,0.837735116481781
14070634,44,0.091421864926815
14071140,44,0.837735116481781
14119540,11,0.9145288467407228
14158491,39,0.92924964427948
14188621,5,0.7162073254585266
14214031,9,0.5
14241304,11,0.6331989765167236
14305998,11,0.8285394906997681
14322087,11,0.8385457396507263
14322882,11,0.9877145290374756
14396024,5,0.5
14397837,5,0.1037401109933853
14421878,8,0.3213222920894623
14529227,28,0.7900302410125732
14541211,11,0.8987501859664917
14559030,46,0.0053622149862349
14569313,28,0.5
14582309,11,0.9781338572502136
14623736,5,0.7426893711090088
14757959,11,0.9505310654640198
14893120,5,0.8420498371124268
14944407,11,0.1085935533046722
14964333,28,0.8057280778884888
15035792,9,0.9219258427619934
15044520,5,0.9944834113121032
15107917,11,0.9016018509864808
15141830,9,0.9490752816200256
15148535,19,0.3905725479125976
15215432,11,0.3223063945770263
15274263,5,0.975406289100647
15305332,11,0.5
15364905,37,0.5
15379517,37,0.914573073387146
15415503,11,0.9955102205276488
15455911,11,0.1388355940580368
15457178,37,0.8839444518089294
15523177,11,0.7869696617126465
15526050,11,0.3426308035850525
15527182,11,0.6607703566551208
15539399,19,0.8390917181968689
15572071,11,0.7150561213493347
15707390,11,0.953954577445984
15709563,11,0.968141794204712
15736839,28,0.1856009662151336
15754576,10,0.9427638649940492
15766267,39,0.9134153127670288
15769019,10,0.8834100961685181
15769542,10,0.6980432868003845
15791078,11,0.5076097249984741
15859205,5,0.6650367379188538
15864975,5,0.97235107421875
15891578,11,0.7171391844749451
15911332,5,0.4146835803985595
15934211,11,0.5
15943600,11,0.0756313204765319
15948484,5,0.3425865471363067
15954301,5,0.1685883551836013
15964784,11,0.7768246531486511
15966400,11,0.4896703064441681
15966454,11,0.7364616990089417
16065284,5,0.9132286906242372
16078176,5,0.9586656093597412
16080061,11,0.939738631248474
16089419,11,0.9598057270050048
16138944,38,0.6316946148872375
16142591,5,0.2035989612340927
16149678,11,0.5
16194730,11,0.5
16203170,5,0.0091582396999001
16215192,8,0.0697164610028266
16235414,11,0.3479455113410949
16275341,11,0.4619629085063934
16340566,28,0.677058756351471
16369174,5,0.7531142830848694
16374348,28,0.7282273173332214
16424173,28,0.5
16459905,5,0.9274444580078124
16460912,5,0.9499232769012452
16469777,9,0.9845340251922609
16481066,11,0.7935971617698669
16526138,5,0.5
16550758,13,0.976557195186615
16552078,39,0.7807820439338684
16553999,11,0.0270232148468494
16581486,28,0.4054703712463379
16593304,11,0.9720208644866944
16739098,5,0.928025484085083
16820621,11,0.9840701818466188
16836349,5,0.99006325006485
16860797,5,0.9515758156776428
16877750,19,0.5642152428627014
16916799,11,0.9255265593528748
16965201,11,0.9523204565048218
16965572,11,0.4174945950508117
17025316,11,0.9893591403961182
17025907,38,0.9420244693756104
17032186,5,0.9638094305992126
17105691,5,0.4763760566711426
17110793,19,0.3857121765613556
17206882,5,0.7309696674346924
17213225,11,0.3077926635742187
17216033,11,0.9610771536827089
17248878,11,0.909377098083496
17273007,5,0.2728400230407715
17287805,28,0.0018699869979172
17347962,11,0.9081552028656006
17369769,9,0.7215477824211121
17583027,5,0.4294517934322357
17629624,8,0.6701704263687134
17661973,5,0.1415305882692337
17686934,28,0.3847166299819946
17689778,11,0.9731350541114808
17839590,28,0.0760677084326744
17839907,28,0.014252882450819
17851610,6,0.5160714983940125
17858551,28,0.9534899592399596
17859630,28,0.8991867899894714
17860965,28,0.9171623587608336
17918107,28,0.8777070641517639
17928951,11,0.1127381548285484
17930233,11,0.6647677421569824
17946966,5,0.039392203092575
17982233,39,0.7288802266120911
18020148,5,0.3685654997825622
18060986,5,0.2490995973348617
18072488,11,0.5
18182753,28,0.0310074910521507
18201847,11,0.8986658453941345
18203178,28,0.4380596578121185
18219195,5,0.9883725047111512
18233385,11,0.8313516974449158
18255479,5,0.8013140559196472
18258105,11,0.8633006811141968
18297846,5,0.8312268257141113
18421633,11,0.4889696836471557
18423691,28,0.5963606238365173
18433648,11,0.9657054543495178
18469735,11,0.6943824291229248
18473872,5,0.1270360350608825
18492644,11,0.9810593724250792
18584300,5,0.3230308890342712
18587625,11,0.8916999697685242
18596203,19,0.968995213508606
18604818,2,0.0183209665119647
18621578,28,0.2644192278385162
18622727,36,0.9645577073097228
18639148,36,0.932831645011902
18641647,11,0.9719834327697754
18676657,28,0.5
18710038,36,0.633919894695282
18766785,36,0.9607499837875366
18794968,28,0.4558627605438232
18795799,28,0.133645161986351
18796471,28,0.0044017191976308
18798963,28,0.0006447256309911
18799589,28,0.565109372138977
18799698,21,0.016366820782423
18800405,11,0.9540393948554992
18801946,28,0.659237265586853
18818844,12,0.3080137968063354
18849268,28,0.9441201686859132
18865759,9,0.5265305638313293
18909518,28,0.9078165292739868
18909751,28,0.9860419631004332
18935800,28,0.0115896463394165
18936182,28,0.0084983874112367
18936196,28,0.0750417858362197
18936207,28,0.6179215908050537
18936218,28,0.0302409194409847
18944766,36,0.9681344628334044
18964686,11,0.1594386398792266
19091146,11,0.574101448059082
19103948,28,0.8048571944236755
19144139,28,0.5
19147088,28,0.0124795343726873
19155182,9,0.0433445982635021
19163612,28,0.9175382256507874
19170812,5,0.9642688632011414
19173551,28,0.133645161986351
19201503,11,0.9201115369796752
19203083,28,0.133645161986351
19220529,9,0.8863376379013062
19241006,11,0.9040701985359192
19257448,28,0.8199825882911682
19296085,28,0.82646244764328
19305100,39,0.785007119178772
19315872,28,0.5
19387277,28,0.1628714650869369
19459682,39,0.6493233442306519
19482920,28,0.0013223093701526
19496584,28,0.8199825882911682
19508482,28,0.8103027939796448
19513449,6,0.709977924823761
19583881,5,0.7706624269485474
19627394,11,0.085803635418415
19631662,11,0.7280619144439697
19684277,11,0.8188485503196716
19832230,11,0.5787467956542969
19842055,11,0.7116818428039551
19842634,11,0.6309136748313904
19927036,5,0.9242674708366394
19980159,5,0.0520370677113533
20002194,11,0.5
20022845,11,0.5
20043720,11,0.5
20057949,11,0.5
20058047,11,0.5
20059264,11,0.9802297353744508
20060375,11,0.5
20065266,14,0.9486078023910522
20074760,28,0.9006858468055725
20083682,11,0.5
20183528,5,0.6782337427139282
20193815,5,0.984062671661377
20206353,11,0.8978456854820251
20296253,11,0.2053344696760177
20352146,39,0.3489973843097687
20363597,9,0.7428497076034546
20428824,28,0.0323516763746738
20442991,28,0.5069136619567871
20461192,11,0.723354160785675
20492638,28,0.0213702823966741
20517472,11,0.1709598004817962
20559000,28,0.0031029710080474
20699662,11,0.5
20700715,11,0.5
20701142,11,0.9721856713294984
20743643,28,0.6910626292228699
20767814,11,0.3614239692687988
20777741,28,0.4451865255832672
20791615,42,0.0152921741828322
20807129,28,0.723488450050354
20810353,28,0.445187509059906
20813572,5,0.2732546031475067
20894718,39,0.730267345905304
20902719,5,0.9353814125061036
20910737,11,0.946941077709198
20920033,11,0.5686506628990173
20963326,11,0.3566610813140869
20984231,28,0.1409399807453155
20984907,5,0.691270649433136
20985359,11,0.330939382314682
20988820,5,0.960411012172699
20989755,5,0.259391188621521
21049093,11,0.85310959815979
21059299,39,0.5
21061129,11,0.7129657864570618
21068935,11,0.1183630004525184
21071253,11,0.474787175655365
21083767,11,0.1408958882093429
21084463,5,0.6316360235214233
21100732,28,0.0091706756502389
21133929,9,0.7247565388679504
21177190,28,0.0415974110364913
21245848,39,0.7256235480308533
21245850,39,0.762637197971344
21245851,39,0.7307190299034119
21274837,28,0.3606011867523193
21393080,5,0.9309884309768676
21435436,9,0.2278986275196075
21552847,39,0.5659220218658447
21553726,39,0.8076565861701965
21561990,11,0.5779556035995483
21568771,11,0.9908278584480286
21606341,39,0.7454707622528076
21626266,11,0.2567268013954162
21636330,11,0.3430510461330414
21650100,11,0.2367467135190963
21692382,11,0.9004119038581848
21702810,11,0.138708159327507
21703615,12,0.0829265341162681
21718399,5,0.7572516798973083
21759941,11,0.6990903615951538
21761278,11,0.0467457808554172
21806594,28,0.0218954980373382
21853514,11,0.640237033367157
21853637,11,0.8201236128807068
21853919,11,0.9185861945152284
21854628,5,0.9681305289268494
21854658,9,0.941328465938568
21856438,12,0.4567268490791321
21859322,11,0.7828012704849243
21875909,5,0.3018465936183929
21884255,28,0.008496893569827
21908377,11,0.9955385327339172
21920700,11,0.623020350933075
21932834,19,0.6678965091705322
21943689,11,0.7747355699539185
22040354,39,0.3489973843097687
22053491,11,0.8644200563430786
22067127,28,0.001360262162052
22090275,5,0.9953150749206544
22151874,28,0.0093093141913414
22156573,9,0.4261284470558166
22167179,46,0.5776852369308472
22172055,5,0.3569136261940002
22268700,11,0.7918839454650879
22284072,11,0.6625521779060364
22287146,28,0.0275137964636087
22310998,28,0.0588140226900577
22346072,5,0.5889652967453003
22349059,19,0.0052440105937421
22351014,9,0.9368197321891784
22362603,11,0.6179337501525879
22380641,21,0.8910157084465027
22417265,11,0.0652276054024696
22457416,5,0.9186370968818665
22457555,5,0.8500849604606628
22472344,28,0.1808505952358245
22475902,46,0.0144884847104549
22481505,5,0.8906522989273071
22486515,11,0.0711650252342224
22552790,11,0.1558028608560562
22609995,11,0.8565006256103516
22655969,28,0.0425063371658325
22694293,5,0.4335401654243469
22719837,19,0.5952587127685547
22721597,5,0.1212292462587356
22754904,11,0.2020871192216873
22758392,5,0.96692955493927
22858155,8,0.1800782084465026
22859422,11,0.1389085799455642
22868412,5,0.3059953451156616
22869464,11,0.1478610932826995
22869912,11,0.6751319766044617
22891563,11,0.314324676990509
22894297,11,0.7866209149360657
22946056,11,0.8769790530204773
22986586,11,0.8889533877372742
22995818,5,0.0886219814419746
23045902,11,0.7533259987831116
23050658,19,0.0049336780793964
23084840,5,0.9094757437705994
23093178,11,0.6259812712669373
23100152,11,0.0418780706822872
23228459,5,0.5
23258620,11,0.7214757800102234
23259274,11,0.8276287913322449
23281011,28,0.7149201035499573
23319648,19,0.7547844052314758
23319845,5,0.5209209322929382
23332802,28,0.8061692118644714
23344386,28,0.3623312711715698
23361112,28,0.0300828013569116
23419557,5,0.149316594004631
23424883,11,0.9206823706626892
23467163,5,0.935007870197296
23551726,5,0.4196363687515259
23555386,11,0.5
23577267,5,0.7632656693458557
23616457,33,0.7045700550079346
23681472,11,0.9850505590438844
23708394,11,0.6653888821601868
23751860,19,0.2623055875301361
23753753,11,0.0324122756719589
23760253,9,0.963372766971588
23802309,5,0.5850275158882141
23886500,28,0.2369201332330703
23893047,46,0.5
23904098,28,0.4826253354549408
23904915,28,0.1470669209957122
23907847,28,0.3106286227703094
23913737,5,0.5
23928968,12,0.8296144008636475
23947018,11,0.8669981956481934
23951577,46,0.386670708656311
23967400,39,0.9107457995414734
23985166,11,0.9582744240760804
24021587,11,0.9180383086204528
24027795,23,0.1938589364290237
24044395,28,0.5
24091046,28,0.9732796549797058
24091324,28,0.8760166764259338
24091419,28,0.9256176352500916
24091621,28,0.8739081621170044
24095440,46,0.386670708656311
24261113,11,0.9960281848907472
24290990,28,0.0053828130476176
24292042,36,0.7955569624900818
24296252,36,0.9529599547386168
24296597,36,0.3249019086360931
24384566,11,0.1055959463119506
24418893,11,0.8583275079727173
24438476,38,0.9136077165603638
24438550,36,0.9588205814361572
24501277,5,0.2774228751659393
24507520,46,0.5105661153793335
24534022,5,0.8307435512542725
24534421,11,0.9170745015144348
24550547,28,0.03654295951128
24585098,28,0.8669658303260803
24585159,28,0.0333711393177509
24585171,28,0.1327335238456726
24585186,28,0.6622450947761536
24612655,28,0.0241797808557748
24613432,28,0.0336970314383506
24616021,11,0.7285167574882507
24634328,28,0.0144212879240512
24684289,11,0.8372977375984192
24704963,11,0.9031588435173036
24738091,11,0.4459488987922668
24740273,5,0.3330590724945068
24742544,8,0.9039536714553832
24762910,5,0.9859647750854492
24808520,11,0.4146400094032287
24865860,9,0.9072600603103638
24884689,11,0.9762474298477172
24943872,28,0.1225671172142028
25036369,11,0.0236483458429574
25046318,19,0.2998330295085907
25086508,24,0.5105661153793335
25117247,37,0.554282009601593
25168381,9,0.982441246509552
25202607,11,0.5827911496162415
25218191,11,0.9763692021369934
25248826,46,0.5105661153793335
25295259,5,0.8678767681121826
25371205,11,0.2239881455898285
25382058,11,0.9423099160194396
25414070,11,0.8716878890991211
25415869,5,0.7423049807548523
25464974,46,0.061259850859642
25465270,46,0.9006858468055725
25465485,46,0.7125221490859985
25548912,28,0.1574875563383102
25566294,46,0.364642322063446
25593739,5,0.5900028944015503
25698680,36,0.463580846786499
25748635,37,0.7742338180541992
25748834,37,0.239176794886589
25749452,37,0.5580480694770813
25749661,37,0.8559934496879578
25749737,37,0.8214750289916992
25749899,37,0.8568366169929504
25831185,19,0.5727027058601379
25844726,39,0.7790465354919434
25849520,28,0.0102330008521676
25920699,11,0.4036673605442047
25949113,28,0.5902345180511475
25994610,11,0.8195130825042725
26052777,39,0.3685654997825622
26054202,5,0.943548321723938
26112635,28,0.994341254234314
26318460,5,0.9626728296279908
26338358,46,0.949016273021698
26443606,5,0.5018081665039062
26612419,23,0.2427626550197601
26746623,9,0.5775479674339294
26904834,11,0.4826439023017883
26925750,28,0.8660533428192139
26986835,5,0.8126049041748047
27101306,28,0.4407922029495239
27172939,5,0.9278347492218018
27176084,11,0.1193221285939216
27449633,36,0.926581859588623
27450089,36,0.9897106289863586
27450769,36,0.9658040404319764
27450963,36,0.982673704624176
27466662,11,0.7274637222290039
27540766,9,0.9907488226890564
27563523,28,0.175674483180046
27617765,5,0.016429578885436
27668350,46,0.5691755414009094
27766000,46,0.775062620639801
27766337,46,0.7974730730056763
27771760,5,0.6788540482521057
27800610,11,0.852165162563324
27818462,5,0.6527119874954224
27846788,19,0.8640052676200867
27866055,11,0.1163043156266212
27931870,11,0.6496042013168335
28039073,46,0.5691755414009094
28039885,11,0.701867938041687
28046611,11,0.943539023399353
28142373,9,0.2802276611328125
28230980,39,0.3685654997825622
28322575,5,0.8443603515625
28323286,11,0.207969918847084
28324203,28,0.6707717180252075
28352185,5,0.2783165574073791
28366424,11,0.9883467555046082
28384288,11,0.7156476378440857
28445276,36,0.9606199264526368
28445613,36,0.8854511380195618
28445909,36,0.904350221157074
28446160,36,0.904350221157074
28446231,36,0.904350221157074
28451387,9,0.7160441279411316
28500779,36,0.8444458246231079
28501419,36,0.2401113361120224
28565895,5,0.5617341995239258
28583845,39,0.8587592840194702
28593440,28,0.5
28595038,28,0.0166916586458683
28645855,28,0.0532977469265461
28649132,11,0.9459992051124572
28650752,9,0.467600017786026
28660683,9,0.8998228311538696
28697457,28,0.7743655443191528
28745633,11,0.8795526623725891
28749013,9,0.7461743950843811
28790125,5,0.8327414989471436
28991073,37,0.8973052501678467
28991240,37,0.981619119644165
28991272,37,0.8947181701660156
28991443,37,0.8071760535240173
29003767,11,0.9285323023796082
29019183,11,0.9361886382102966
29039632,5,0.972187340259552
29083122,5,0.7611298561096191
29095335,5,0.2518790960311889
29190852,5,0.951871693134308
29191584,5,0.901871621608734
29242260,19,0.3566273748874664
29275215,5,0.8352862596511841
29325450,35,0.7561448216438293
29347449,5,0.7563291192054749
29376773,37,0.0994872972369194
29377530,37,0.0534199178218841
29377699,37,0.0534199178218841
29429545,19,0.7152340412139893
29448053,5,0.8198711276054382
29464958,36,0.9393100738525392
29465094,36,0.7879070043563843
29466291,36,0.967355728149414
29466557,36,0.5911365151405334
29481861,5,0.9417321085929872
29510736,19,0.2046406865119934
29578611,23,0.3854252696037292
29641333,5,0.1689404845237732
29645450,11,0.8472369909286499
29647183,28,0.7912889122962952
29695831,5,0.4457882046699524
29772565,9,0.7539871335029602
29834620,36,0.663593590259552
29834725,36,0.8590881824493408
29834748,36,0.9216457605361938
29857924,5,0.6166175603866577
29863158,5,0.9343753457069396
29871898,11,0.3052012324333191
29917320,28,0.6632017493247986
29931374,11,0.2162807136774063
29937883,28,0.7741374969482422
29970232,28,0.008133259601891
29981990,11,0.2579979598522186
29999814,5,0.6350098252296448
30036552,5,0.7374917268753052
30052352,11,0.2559109330177307
30057319,27,0.8699057102203369
30093962,11,0.6765689849853516
30116094,28,0.0275048110634088
30120316,5,0.8788615465164185
30121481,11,0.9303922057151794
30133964,5,0.915199100971222
30167163,9,0.7394433617591858
30217644,11,0.467702180147171
30298244,19,0.8049848079681396
30300464,28,0.3633706271648407
30309446,11,0.9802145957946776
30365916,9,0.7701472043991089
30386138,9,0.5373249650001526
30440658,11,0.9238960146903992
30519766,11,0.97158944606781
30525204,28,0.909963607788086
30684355,11,0.7266992330551147
30718609,11,0.7520243525505066
30723491,11,0.3995027244091034
